tweet_id,OriginalText,CleanedText,ClassLabel,created_at
1237157657712168968,The ONE TIME I actually order @chrisry15008745 burger right and @Whataburger gives me the wrong order. 🤦🏼‍♀️ I’m so annoyed right now. I specifically said NO pickles NO mustard and NO ketchup. He got all three. And a single when it was supposed to be a double #ugh #annoyed,the one time i actually order @christy15008745 burger right and @whataburger gives me the wrong order. 🤦🏼‍♀️ I am so annoyed right now. i specifically said no pickles no mustard and no ketchup. he got all three. and a single when it was supposed to be a double ,Angry,2020-03-09 23:25:45
1237153246138990593,"Coronavirus pissing me off messing with my money. If it were a person...I'm pullin up!

#coronavirus #money #Person #fight #pullup #economy #Finance #Employment #people #society #world #worldwide #pissed #smh",coronavirus pissing me off messing with my money. if it were a person..I am pulling up!  ,Angry,2020-03-09 23:08:13
1237145127447138304,How #Wild is that? @WhitneyWReports Also it gets #wild out there! #Politics,how wild is that? @whitneywreports also it gets wild out there! ,Angry,2020-03-09 22:35:58
1237134833580679170,"F #coronavirus , now my trip is cancelled #pissed 🤬🤬🤬","f coronavirus , now my trip is cancelled pissed 🤬🤬",Angry,2020-03-09 21:55:03
1237126264898621441,The nicer you are the more people treat you like shit. Then wonder why there isn’t many nice people left. #annoyed,the nicer you are the more people treat you like shit. then wonder why there is not many nice people left. ,Angry,2020-03-09 21:21:00
1237120638860414977,"*typo * politics of #INDIA IS politics of #HATE ,since inception !","*typo * politics of india is politics of hate ,since inception !",Angry,2020-03-09 20:58:39
1237119971567841282,"@Newsweek Oh No! How dare, I'm so #angry right now. 😡😡😡
For the love of god, whatever you do, please stop using ""OK, millennial"" it's incredibly hurtful to my #snowflake❄ feelings and makes ALL #millennials👶 very upset when you do it. 😭","@newsweek oh no! how dare, I am so angry right now. 😡😡 for the love of god, whatever you do, please stop using ""ok, millennial"" it is incredibly hurtful to my snowflake❄ feelings and makes all millennial👶 very upset when you do it. 😭",Angry,2020-03-09 20:56:00
1237119314152566785,@jmannn23 @TrapezoidTerror @B1GMBBall @BadgerMBB @BigTenNetwork @UWBadgers @WisconsinOnBTN He definitely does right now. He doesn’t want to go to Indy for B1G tournament. #annoyed,@jann23 @trapezoidterror @b1gameball @badgermbb @bigtennetwork @badgers @wisconsinonbtn he definitely does right now. he does not want to go to indy for b1g tournament. ,Angry,2020-03-09 20:53:23
1237117890836357120,Update: still at work and “mandatory meeting” still hasn’t started!!!! #annoyed,update: still at work and “mandatory meeting” still has not started!! ,Angry,2020-03-09 20:47:44
1237113026375024640,It has to be just me lol #annoyed,it has to be just me low ,Angry,2020-03-09 20:28:24
1237112163250159616,Got all da way to da gym n forgot my shorts #pissed 😡🤬,got all da way to da gym n forgot my shorts pissed 😡🤬,Angry,2020-03-09 20:24:58
1237111335256764417,@BurgerKing   Why ask me what i want .... if you’re just gonna give me wtf ever any got damn way ? #Pissed,@buggering  why ask me what i want .. if you are just going to give me whf ever any got damn way ? ,Angry,2020-03-09 20:21:41
1237105509183795201,Do people just think I’m an ATM I worked so hard for my shit. Why can’t you do the same man? I’ve never asked for money and if I did I paid it right back. Sister as my witness! #Annoyed,do people just think I am an atm i worked so hard for my shit. why can not you do the same man? I have never asked for money and if i did i paid it right back. sister as my witness! ,Angry,2020-03-09 19:58:32
1237102739726807040,My family always makes everything about themselves. Not once can they make a day just for me #annoyed,my family always makes everything about themselves. not once can they make a day just for me ,Angry,2020-03-09 19:47:32
1237095751739748356,"@J_B1941 @cenkuygur @VanityFair @BernieSanders @realDonaldTrump #NotMeUs stands for Bernies policies
#Hate stands for Trumps policies",@j_b1941 @cenkuygur @vanityfair @berniesanders @realdonaldtrump nomeus stands for burnies policies hate stands for trumps policies,Angry,2020-03-09 19:19:45
1237094575854047232,"These bitches be in everyone business  but their own 🙄. 

#Annoyed",these bitches be in everyone business  but their own 🙄.   ,Angry,2020-03-09 19:15:05
1237089122981793794,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-09 18:53:25
1237088947404255234,My nails are fuckedddddddddd😒😒😒 never going to a different salon again. #pissed,my nails are fucked😒😒 never going to a different salon again. ,Angry,2020-03-09 18:52:43
1237074018978516992,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-09 17:53:24
1237047116066893824,Somebody come get my Mama please 🙄😒 #annoyed,somebody come get my mama please 🙄😒 ,Angry,2020-03-09 16:06:30
1237042561417650177,@turbotax it is ridiculous that I cant figure out how to file my form 8962 after I have already paid for yall to file my taxes. Cant a girl get some help?? #pissed #thisiscrapcustomerservice #overthisbullshit,@turbocar it is ridiculous that i can not figure out how to file my form 8962 after i have already paid for you all to file my taxes. can not a girl get some help?? ,Angry,2020-03-09 15:48:24
1237030177068273664,Y'all Americans really know how to panic over some bullshit. You're hyping up #coronavirus way too damn much. Sit your little shits down and gain some knowledge on what it actually is before storming social media like pure fokin skunts. #vex 😠,you all americans really know how to panic over some bullshit. you are hyping up coronavirus way too damn much. sit your little shits down and gain some knowledge on what it actually is before storming social media like pure frokin shunts. vex 😠,Angry,2020-03-09 14:59:11
1237014399589789696,So annoying when someone parks their ass on a machine at the gym. Get moving! #annoyed #workout #gym,so annoying when someone parks their ass on a machine at the gym. get moving! ,Angry,2020-03-09 13:56:30
1236991186314727426,I hate feeling like this #annoyed,i hate feeling like this ,Angry,2020-03-09 12:24:15
1236986501122179073,@ashoswai @bainjal Because he is a devil #modi #devil,@ashoswai @brinjal because he is a devil ,Angry,2020-03-09 12:05:38
1236968649929326593,@matty_yay @rfedortsov A peeved one #peeved,@fatty_yay @rfedortsov a peeved one ,Angry,2020-03-09 10:54:42
1236890898564349952,Thanks again @TPExpressTrains is there anyway you can post the nighy before when you are cancelling? Saves your customers getting to the station #annoyed #cancelledagain #ridiculous,thanks again @tpexpresstrains is there anyway you can post the night before when you are cancelling? saves your customers getting to the station ,Angry,2020-03-09 05:45:45
1236885338376646656,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-09 05:23:39
1236881396083429376,@tacobell Had a terrible experience ordering thru the app for the first time. What’s the point if it’s just a hassle and not easy?? Smh. 🤦🏻‍♂️#GetItTogether #unhappy #yourappsucks #stillhungry #hangry #annoyed #messedup,@tacobell had a terrible experience ordering thru the app for the first time. what is the point if it is just a hassle and not easy?? sm. 🤦🏻‍♂️,Angry,2020-03-09 05:07:59
1236871741030297600,"I deserve all the hate, hate me to the core.

#Hate. 💯","i deserve all the hate, hate me to the core.  hate. 💯",Angry,2020-03-09 04:29:37
1236870207718608896,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-09 04:23:32
1236848731179360256,Today was such a nice day and I’m stuck in bed with a cold... #pissed,today was such a nice day and I am stuck in bed with a cold.. ,Angry,2020-03-09 02:58:11
1236831040854990848,@categum im not having an issue on playing multiplayer on cod online 😡 #annoy,@catgut I am not having an issue on playing multiplayer on cod online 😡 ,Angry,2020-03-09 01:47:54
1236825401579585536,Breast Milk don’t fluff up eggs the way regular milk does #annoyed,breast milk do not fluff up eggs the way regular milk does ,Angry,2020-03-09 01:25:29
1236810914701033472,Number 1 thing that bothers me the most is if I give you something an then you give it to somebody else 😡 #annoyed,number 1 thing that bothers me the most is if i give you something an then you give it to somebody else 😡 ,Angry,2020-03-09 00:27:55
1236805651080364032,@InfinityWard no update yet? Why does your xp work in 2v2 tournament but not regular hardcore modes? #pissed,@infinityward no update yet? why does your up work in 2v2 tournament but not regular hardcore modes? ,Angry,2020-03-09 00:07:00
1236798131355955200,"I am angry and disappointed that @realjoeswash won @dancingonice. @perrikiely was robbed. What a fix 😡😡😡

#angry #fix",i am angry and disappointed that @realjoeswash won @dancingonice. @perrikiely was robbed. what a fix 😡😡  ,Angry,2020-03-08 23:37:07
1236796840571527175,"@InfinityWard WTF!!! I've played about 10 matches and have not gotten my gun progression ,daily challenges,  camos, and rank. How the hell does this work yesterday then all of a sudden it's not working today? Glad I wasted my last day off with nothing to show for it. #pissed","@infinityward whf!! I have played about 10 matches and have not gotten my gun progression ,daily challenges,  camos, and rank. how the hell does this work yesterday then all of a sudden it is not working today? glad i wasted my last day off with nothing to show for it. ",Angry,2020-03-08 23:32:00
1236781468434792449,Can I blame the company being bought out for me having to pay state taxes? 🙄 #annoyed,can i blame the company being bought out for me having to pay state taxes? 🙄 ,Angry,2020-03-08 22:30:55
1236771518815797250,I fucking #hate these #LBGTQ fucking #NIGGERS!,i fucking hate these lgth fucking niggers!,Angry,2020-03-08 21:51:22
1236766097942048768,thasss it. that’s the tweet #annoyed,thaws it. that is the tweet ,Angry,2020-03-08 21:29:50
1236744218577641472,2.5 hours on hold @CarnivalCruise and I was sent right to their survey and hung up on....#pissed,2.5 hours on hold @carnivalcruise and i was sent right to their survey and hung up on..,Angry,2020-03-08 20:02:53
1236743599691194368,Ever just wanna punch a wall?! #fuck #pissed #wannacry,ever just want to punch a wall?! ,Angry,2020-03-08 20:00:26
1236735968981508097,Can’t find my AirPods. #pissed,can not find my bipods. ,Angry,2020-03-08 19:30:07
1236731104960356353,Women hate women its true #hatred against each atha,women hate women its true hatred against each matha,Angry,2020-03-08 19:10:47
1236727335396585473,Don't you hate when you're wearing footies with your canvas shoes &amp; they keep sliding down while you're walking? Aargh! Most annoying thing EVER! #annoyed #allfalldown #shoes #socks,do not you hate when you are wearing footies with your canvas shoes &amp; they keep sliding down while you are walking? aargh! most annoying thing ever! ,Angry,2020-03-08 18:55:48
1236704115905794048,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-08 17:23:32
1236701431278649345,"@MojoPizzas if you do not intend to deliver an order, then do not take an oder. After 90mins of placing an order if you say you do not know when it can be ordered, it is atrocious! #annoyed","@mojopizzas if you do not intend to deliver an order, then do not take an oder. after 90mins of placing an order if you say you do not know when it can be ordered, it is atrocious! ",Angry,2020-03-08 17:12:52
1236691497317289985,Shocker! Game gets called off 30mins before KO wasn’t like they had all week or the day to give everyone a heads up #disappointed #annoyed #wasteoftime #wasteofoxygen,shocker! game gets called off 30mins before ko was not like they had all week or the day to give everyone a heads up ,Angry,2020-03-08 16:33:24
1236682553626681351,"I have almost no room for #hate in my world... 

I do however have plenty of space for #GoFuckYourself",i have almost no room for hate in my world..   i do however have plenty of space for ,Angry,2020-03-08 15:57:51
1236680008397139971,It’s daylight savings 🤦🏾‍♀️🙄fucking me up shit #timechange #annoyed,it is daylight savings 🤦🏾‍♀️🙄fucking me up shit ,Angry,2020-03-08 15:47:45
1236667547010789381,This #timechange is nuts. Went to bed on friday and woke up on Sunday. #pissed,this timechange is nuts. went to bed on friday and woke up on sunday. ,Angry,2020-03-08 14:58:14
1236666346852642818,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-08 14:53:27
1236637478271975425,screaming kids around me 😑 I know why I usually go to the cinema in the evening #annoyed,screaming kids around me 😑 i know why i usually go to the cinema in the evening ,Angry,2020-03-08 12:58:45
1236594734275137536,"My husband just found out that the BMW critiques his driving.
And gives him a mark for anticipation and acceleration.
2/5 for both.

He is livid.

He always calls me the back seat driver.
Thanks @BMW for taking over this incredibly important position.
#driving #pissed",my husband just found out that the bow critiques his driving. and gives him a mark for anticipation and acceleration. 2/5 for both.  he is livid.  he always calls me the back seat driver. thanks @bow for taking over this incredibly important position. ,Angry,2020-03-08 10:08:54
1236562034373865473,"I just wanna cuddle every night, not once a week 😤 #pissed","i just want to cuddle every night, not once a week 😤 ",Angry,2020-03-08 07:58:57
1236520431147978752,@accessbank_help hit me back via dm #pissed,@accessbank_help hit me back via dm ,Angry,2020-03-08 05:13:38
1236517683807449088,On me. I don’t know what to do anymore. #giveup #badroommates #pissed #ignored,on me. i do not know what to do anymore. ,Angry,2020-03-08 05:02:43
1236511669104201728,"So much #Hatred &amp; #Racism on #Twitter right now. Even those people trying to point it out, question it, make a point about it manage to do so in a #Hateful &amp; #Racist manner. Do people simply not #Think anymore, think about they are saying it or how or think at all?🙄🤬","so much hatred &amp; racism on twitter right now. even those people trying to point it out, question it, make a point about it manage to do so in a hateful &amp; racist manner. do people simply not think anymore, think about they are saying it or how or think at all?🙄🤬",Angry,2020-03-08 04:38:49
1236500252401623041,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-08 03:53:27
1236492885652054017,FYI ... eyelash extensions won’t do well if you cook with an oven ... #pissed,foi .. eyelash extensions will not do well if you cook with an oven .. ,Angry,2020-03-08 03:24:11
1236485150201876481,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-08 02:53:27
1236478802508816386,Ugh hate when your parents bust into your room. Had to turn my PS4 off 😔 guess I’m going bed for real now though. #annoyed,ugh hate when your parents bust into your room. had to turn my ps4 off 😔 guess I am going bed for real now though. ,Angry,2020-03-08 02:28:13
1236469794959814657,All of a sudden it’s quite in my House but when I was trying to Nap all kinds of noise was going on 🤬😤 #Annoyed,all of a sudden it is quite in my house but when i was trying to nap all kinds of noise was going on 🤬😤 ,Angry,2020-03-08 01:52:26
1236466146964094977,"Once again, I can’t watch @OrlandoCitySC play because it’s blacked out in the Orlando area and @YouTubeTV disallows streaming. This is getting really annoying! #COLvORL #annoyed #mlssoccer","once again, i can not watch @orlandocitysc play because it is blacked out in the orlando area and @youtubetv disallows streaming. this is getting really annoying! ",Angry,2020-03-08 01:37:56
1236465374058643456,Pissed I missed money to rush home for nothing #pissed,pissed i missed money to rush home for nothing ,Angry,2020-03-08 01:34:52
1236461889854623744,"@realkodybrown @LuvgvsUwngs @MeriBrown1 @TLC  #CANNOTSILENCETRUTH #TRUTHSMACKSYPUUPSIDEHEAD #PUSSYRUNSFROMTRUTH #BULLIESEXCUSETRUTH #LIARSLIEABOUTTRUTH
#TRUTJHURTS #DEALWITHIT #ONLYSCUMBCANNOTFACETRUTH
THESE ""WOMEN"" #INDIVIDUALSKICKASS #SISTERWIVESNOMINDOWN
I AM #PISSED","@realkodybrown @luvgvsuwngs @meribrown1 @tlc  cannotsilencetruth truthsmacksypuupsidehead pussyrunsfromtruth bulliesexcusetruth liarslieabouttruth trutjhurts dealwithit onlyscumbcannotfacetruth these ""women"" individualskickass sisterwivesnomindown i am ",Angry,2020-03-08 01:21:01
1236461017317527553,"25:55

#Hate

It is what he #Dimms are all about",25:55  hate  it is what he dimmy are all about,Angry,2020-03-08 01:17:33
1236448815466590209,Literally nothing fits me! That’s why I’m always in leggings. #annoyed,literally nothing fits me! that is why I am always in leggings. ,Angry,2020-03-08 00:29:04
1236446748849160199,I really don't get boys. One day they can't get enough of you. The next day they can't even answer your text. #annoyed,i really do not get boys. one day they can not get enough of you. the next day they can not even answer your text. ,Angry,2020-03-08 00:20:51
1236442667938205696,"“You think me crazy😈 yet”, just fuck around an see how quick I go off in this bitch, so please 🙏🏾 just try me I’m asking you 😎....#angry","“you think me crazy😈 yet”, just fuck around an see how quick i go off in this bitch, so please 🙏🏾 just try me I am asking you 😎..",Angry,2020-03-08 00:04:38
1236442446764085248,How you wanna do something and get mad cause you have to spend the money like really ain’t nobody ask you to do shit #random #annoyed,how you want to do something and get mad because you have to spend the money like really are not nobody ask you to do shit ,Angry,2020-03-08 00:03:45
1236440798469767169,"Matthew 4:6 (ESV) and said to him, “If you are the Son of God, throw yourself down, for it is written, “‘He will command his angels concerning you,’ and “‘On their hands they will bear you up, lest you strike your foot against a stone.’” #Devil","matthew 4:6 (es) and said to him, “if you are the son of god, throw yourself down, for it is written, “‘he will command his angels concerning you,’ and “‘on their hands they will bear you up, lest you strike your foot against a stone.’” ",Angry,2020-03-07 23:57:12
1236435171202777089,@ImNotDylan0 @WhiteClaw NEVER AGAIN #pissed #truckerhatforall,@imnotdylan0 @whitecoat never again ,Angry,2020-03-07 23:34:51
1236427018901823493,I am very #annoyed,i am very ,Angry,2020-03-07 23:02:27
1236426794196037633,Dear stores that don’t list their prices. You’re the worst! Say how much a cake is dang it! @SusieCakes #annoyed #prices #theworst,dear stores that do not list their prices. you are the worst! say how much a cake is dang it! @susiecakes ,Angry,2020-03-07 23:01:34
1236423223945953280,"@TravelodgeUK so today I tried to rebook a room but used my friends name to book it,the same has happened again I’m now so annoyed as thats a lot of money missing from my bank and I have no bookings?? #angry #annoyed","@travelodgeuk so today i tried to rebook a room but used my friends name to book it,the same has happened again I am now so annoyed as that is a lot of money missing from my bank and i have no bookings?? ",Angry,2020-03-07 22:47:22
1236419295405473792,Another lights out offensive performance by the #Gostars 🙄😠🙄😠🙄 #sarcastictweet #Pissed,another lights out offensive performance by the costars 🙄😠🙄😠🙄 ,Angry,2020-03-07 22:31:46
1236414777980645376,Don’t ask me how my sons first soccer game was😒#annoyed,do not ask me how my sons first soccer game was😒,Angry,2020-03-07 22:13:49
1236402085731667968,DONT LIE TO YOUR STYLIST ABOUT HAVING BOX DYE ON YOUR HAIR IF YOU WANT YOUR COLOR TO TURN OUT RIGHT!!!!!!!!!!!!!!!!!!! #annoyed,do not lie to your stylist about having box dye on your hair if you want your color to turn out right!! ,Angry,2020-03-07 21:23:23
1236390108598853638,@BenHTFC43 #hate is a sin my friend...,@benthic43 hate is a sin my friend..,Angry,2020-03-07 20:35:47
1236385139116191744,"#PSA-
My kid is not your petting zoo. 👊🏻 
#Annoyed #DontTouch",pas- my kid is not your petting zoo. 👊🏻  ,Angry,2020-03-07 20:16:02
1236372179664674818,@facebookapp been scammed and to say I’m upset is an understatement. You don’t make it easy to get help from you ... infact nonexistent. Why should I be penalised? #angry #facebookmarketplace #upset #scam,@facebookapp been scammed and to say I am upset is an understatement. you do not make it easy to get help from you .. intact nonexistent. why should i be penalised? ,Angry,2020-03-07 19:24:32
1236348426884976643,30 dollars for a haircut 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️#pissed,30 dollars for a haircut 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,Angry,2020-03-07 17:50:09
1236344807729115137,Do not recommend @BandQ paint!! 4.5 litres for one wall = £60 😡😡 #angry,do not recommend @band paint!! 4.5 litres for one wall = £60 😡😡 ,Angry,2020-03-07 17:35:46
1236335411984846848,"@GreatClips for just needing a haircut I had no idea I had to fill out an application &amp; answer all these questions again just for a haircut.  
#annoyed #privacy",@greatclips for just needing a haircut i had no idea i had to fill out an application &amp; answer all these questions again just for a haircut.   ,Angry,2020-03-07 16:58:26
1236331833392017411,Went all the way to the mall for them damn shoes to only come out in men’s #Pissed,went all the way to the mall for them damn shoes to only come out in men’s ,Angry,2020-03-07 16:44:13
1236314369719447552,I can't believe I took this girl to the hotel and I didn't hit #bigmad #pissed #bigfcats 🤬🤬🤬🤬🤬😡😡😡😡😡😡👿👿👿👿👿👿👿👿,i can not believe i took this girl to the hotel and i did not hit jigman pissed bigfoots 🤬🤬😡😡👿👿,Angry,2020-03-07 15:34:50
1236311332644929536,@JeffreeStar I am so disappointed in your #jsc support staff . I paid over 120$ for merch &amp; never got it &amp; usps doesn’t care and neither does ur team it seems . Now I’m out 124$ and some change with nothing to show for it 🤬 #pissed #badvibes,@jeffreestar i am so disappointed in your csc support staff . i paid over 120$ for merch &amp; never got it &amp; uses does not care and neither does ur team it seems . now I am out 124$ and some change with nothing to show for it 🤬 ,Angry,2020-03-07 15:22:45
1236303953152708609,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-07 14:53:26
1236296437329088514,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-07 14:23:34
1236284384853938176,"Anger is nothing more than an outward expression of hurt, fear, and frustration.

#anger  #cruel  #revenge  #hate  #rage  #angry  #outward  #expression  #hurt  #fear  #frustration","anger is nothing more than an outward expression of hurt, fear, and frustration.  anger  cruel  revenge  hate  rage  angry  outward  expression  hurt  fear  ",Angry,2020-03-07 13:35:41
1236283646035857411,"#Modi is a #Terrorist...
#India Promotes #Terrorism...
#Indians #Hate #Muslim...
#Two_Nations_Theory_Justified...
#Trending",modi is a terrorist.. india promotes terrorism.. indians hate muslim.. two_nations_theory_justified.. ,Angry,2020-03-07 13:32:44
1236266826390048769,"@KapilMishra_IND @ArvindKejriwal #ArrestAmanatullahKhan For Spreading #Hate Thru #SocialMedia!

@rsprasad",@kapilmishra_ind @arvindkejriwal arrestamanatullahkhan for spreading hate thru socialmedia!  @rsprasad,Angry,2020-03-07 12:25:54
1236240642692521986,"feeling annoyed , went out to record 3 videos for youtube , got back and none have Audio , stupid wireless kit i got , FFS #1stworldproblems #hatethat #annoyed","feeling annoyed , went out to record 3 videos for couture , got back and none have audio , stupid wireless kit i got , ff ",Angry,2020-03-07 10:41:52
1236193116769705984,Can’t stand when a mf can’t see ALL the shit you do for them. #annoyed,can not stand when a mf can not see all the shit you do for them. ,Angry,2020-03-07 07:33:01
1236129961855062017,Dear Universe....stop me from being annoyed at this man because of his words because I knew what he meant by it...but the way he said it got me in my bag and....yea 🙄 #annoyed,dear universe..stop me from being annoyed at this man because of his words because i knew what he meant by it..but the way he said it got me in my bag and..yea 🙄 ,Angry,2020-03-07 03:22:03
1236125110672621568,I hate when people ask me to do something when..... Ummmm 1) didn't ask me POLITELY 2) Assume I am going to do it &amp; 3) FLAT OUT DON'T DESERVE MY EFFORT TO DO IT FOR YOU 🤦🏽‍♀️ #Annoyed #UmNo,i hate when people ask me to do something when.. umm 1) did not ask me politely 2) assume i am going to do it &amp; 3) flat out do not deserve my effort to do it for you 🤦🏽‍♀️ ,Angry,2020-03-07 03:02:47
1236112553710743555,"I'm pissed tonight? Anyone else?..

#Coronavirus #TrumpIsAPieceofShit #Noverber3rdNeedsToGetHereSoon #Pissed",I am pissed tonight? anyone else?..  ,Angry,2020-03-07 02:12:53
1236100167457067008,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,why can not i play super smash bros for win you on my win! ,Angry,2020-03-07 01:23:40
1236092570100350976,"boyfriend just gave me a 3DS how do i put the card innnnnnnn?
#3ds #annoyed #girlgamerproblems",boyfriend just gave me a 3ds how do i put the card inn? ,Angry,2020-03-07 00:53:28
1236080624911478784,The root canal dentist I have to see is booked asf I won’t be able to see them until end of April literally 😒😒 #Annoyed,the root canal dentist i have to see is booked as i will not be able to see them until end of april literally 😒😒 ,Angry,2020-03-07 00:06:00
1236064481333125120,@kaylaroselynn @ChickfilA Right? Like I don’t even mind waiting a few minutes for them - I’ve been getting them well done for years and have never had an issue #pissed,@kaylaroselynn @chickfila right? like i do not even mind waiting a few minutes for them - I have been getting them well done for years and have never had an issue ,Angry,2020-03-06 23:01:51
1236061423056433163,@MzDivah67 Listen...this is sum __________!! I'm supposed to cruise in November hittin up all the Southern Caribbean Islands...#pissed,@mzdivah67 listen..this is sum __!! I am supposed to cruise in november hitting up all the southern caribbean islands..,Angry,2020-03-06 22:49:42
1236057127136919553,"While trying to cancel our whole trip to Chicago @Airbnb keeps hanging up on my sister. I would appreciate it if @AirbnbHelp contacts us, especially after getting hung up on twice! #travelingwithchildren #CoronavirusUSA #TF #annoyed","while trying to cancel our whole trip to chicago @airns keeps hanging up on my sister. i would appreciate it if @airbnbhelp contacts us, especially after getting hung up on twice! ",Angry,2020-03-06 22:32:38
1236039590030594049,I #hate  everything you are and #everything you were,i hate  everything you are and everything you were,Angry,2020-03-06 21:22:57
1236039352574267393,Big shoutout to the @USPS for folding my @amazon textbook rental and shoving it in my mailbox. Definitely wanted that. Thanks guys. I know how hard it would’ve been to walk 30 feet to my front door to put it on my covered porch area. #pissed,big shutout to the @uses for folding my @amazon textbook rental and shoving it in my mailbox. definitely wanted that. thanks guys. i know how hard it would have been to walk 30 feet to my front door to put it on my covered porch area. ,Angry,2020-03-06 21:22:00
1236025939454197760,@RosieDeeBoss @Mailchimp @ConnieDeeBoss @DeeBossTalent How annoying!! @Mailchimp please sort this out ASAP! We want to see our newsletter #annoyed #sortitout,@rosiedeeboss @mailchimp @conniedeeboss @deebosstalent how annoying!! @mailchimp please sort this out as soon as possible! we want to see our newsletter ,Angry,2020-03-06 20:28:42
1236012547003867138,"Pro tip, if you ever need ibuprofen and lemons just go to the damn grocery store because nobody else sells them apparently. #annoyed","pro tip, if you ever need ibuprofen and lemons just go to the damn grocery store because nobody else sells them apparently. ",Angry,2020-03-06 19:35:29
